"Country or Area","Year","Sex","Coverage","Source","SourceID","Type","Value","Value Footnotes"
"Latvia","1992","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","31.284","158,161"
"Latvia","1992","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","1.183","158,161"
"Lebanon","2007","Total men and women","Total coverage","Household survey","# 0","Unemployed","110.39456218","1"
"Lebanon","2007","Total men and women","Total coverage","Household survey","# 0","Previously employed","58.035","1"
"Lebanon","2007","Total men and women","Total coverage","Household survey","# 0","First job seekers","52.36","1"
"Lebanon","2004","Total men and women","Total coverage","Household survey","# 0","First job seekers","50.001","1"
"Lebanon","2004","Total men and women","Total coverage","Household survey","# 0","Previously employed","44.441","1"
"Lebanon","2004","Total men and women","Total coverage","Household survey","# 0","Unemployed","94.442028333","1"
"Lebanon","1997","Total men and women","Total coverage","Official estimates","# 0","Unemployed","116.058",""
"Lesotho","1999","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","231.742","12"
"Lesotho","1997","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","215.91","1,12"
"Liberia","1975","Total men and women","Work applicants","Employment office records","# 0","Unemployed","0.48",""
"Liberia","1974","Total men and women","Work applicants","Employment office records","# 0","Unemployed","0.11",""
"Liberia","1973","Total men and women","Work applicants","Employment office records","# 0","Unemployed","0.14",""
"Liberia","1972","Total men and women","Work applicants","Employment office records","# 0","Unemployed","0.11",""
"Libyan Arab Jamahiriya","1978","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","1.91",""
"Libyan Arab Jamahiriya","1977","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","3.229",""
"Libyan Arab Jamahiriya","1976","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","4.968",""
"Libyan Arab Jamahiriya","1975","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","4.993",""
"Libyan Arab Jamahiriya","1974","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","4.85",""
"Libyan Arab Jamahiriya","1973","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","7.28",""
"Libyan Arab Jamahiriya","1972","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","5.31",""
"Libyan Arab Jamahiriya","1971","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","1.34",""
"Libyan Arab Jamahiriya","1970","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","2.58",""
"Liechtenstein","2007","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.666",""
"Liechtenstein","2006","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.784",""
"Liechtenstein","2005","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.825",""
"Liechtenstein","2004","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.726",""
"Liechtenstein","2003","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.626",""
"Liechtenstein","2002","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.423",""
"Liechtenstein","2001","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.327",""
"Liechtenstein","2000","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.346",""
"Liechtenstein","1999","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.458",""
"Liechtenstein","1998","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.433",""
"Liechtenstein","1997","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.314","29"
"Liechtenstein","1996","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.366",""
"Liechtenstein","1995","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.2",""
"Liechtenstein","1994","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.217",""
"Liechtenstein","1993","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.286",""
"Liechtenstein","1992","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.154",""
"Liechtenstein","1991","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.106",""
"Liechtenstein","1990","Total men and women","Total coverage","Official estimates","# 0","Unemployed","0.029",""
"Lithuania","2008","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","94.25108","1,163"
"Lithuania","2008","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","72.8632675","1,163"
"Lithuania","2008","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","21.387815","1,163"
"Lithuania","2008","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","95","82,164"
"Lithuania","2008","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","88","82,164"
"Lithuania","2008","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","7","82,164"
"Lithuania","2007","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","5.9","82,164"
"Lithuania","2007","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","63.8","82,164"
"Lithuania","2007","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","69.7","82,164"
"Lithuania","2007","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","14.5","1,163"
"Lithuania","2007","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","54.4","1,163"
"Lithuania","2007","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","69","1,163"
"Lithuania","2006","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","89.3","1,163"
"Lithuania","2006","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","63.3","1,163"
"Lithuania","2006","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","26.1","1,163"
"Lithuania","2006","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","79.3","82,164"
"Lithuania","2006","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","73.3","82,164"
"Lithuania","2006","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","6","82,164"
"Lithuania","2005","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","6.2","82,164"
"Lithuania","2005","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","81","82,164"
"Lithuania","2005","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","87.2","82,164"
"Lithuania","2005","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","37.2","1,163"
"Lithuania","2005","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","95.7","1,163"
"Lithuania","2005","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","132.9","1,163"
"Lithuania","2004","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","184.4","1,163"
"Lithuania","2004","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","134.5","1,163"
"Lithuania","2004","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","49.9","1,163"
"Lithuania","2004","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","126.4","82,164"
"Lithuania","2004","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","117.1","82,164"
"Lithuania","2004","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","9.3","82,164"
"Lithuania","2003","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","13.1","82,164"
"Lithuania","2003","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","145.7","82,164"
"Lithuania","2003","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","158.8","82,164"
"Lithuania","2003","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","56.7","1,163"
"Lithuania","2003","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","147.2","1,163"
"Lithuania","2003","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","203.9","1,163"
"Lithuania","2002","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","224.4","1,163"
"Lithuania","2002","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","172.9","1,163"
"Lithuania","2002","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","51.5","1,163"
"Lithuania","2002","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","191.2","82,164"
"Lithuania","2002","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","173.1","82,164"
"Lithuania","2002","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","18","82,164"
"Lithuania","2001","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","16.9","82,164"
"Lithuania","2001","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","224","82,164"
"Lithuania","2001","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","207.1","82,164"
"Lithuania","2001","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","66.9","1,163"
"Lithuania","2001","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","217.1","1,163"
"Lithuania","2001","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","284","1,163"
"Lithuania","2000","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","273.7","1,163"
"Lithuania","2000","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","216.5","1,163"
"Lithuania","2000","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","57.2","1,163"
"Lithuania","2000","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","207","82,164"
"Lithuania","2000","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","225.9","82,164"
"Lithuania","2000","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","18.9","82,164"
"Lithuania","1999","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","16.7","82,164"
"Lithuania","1999","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","177.4","82,164"
"Lithuania","1999","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","160.7","82,164"
"Lithuania","1999","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","185.6","1,163"
"Lithuania","1999","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","63.4","1,163"
"Lithuania","1999","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","249","1,163"
"Lithuania","1998","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","226.7","1,163"
"Lithuania","1998","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","58.8","1,163"
"Lithuania","1998","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","167.9","1,163"
"Lithuania","1998","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","110.5","82,164"
"Lithuania","1998","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","122.8","82,164"
"Lithuania","1998","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","12.3","82,164"
"Lithuania","1997","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","12.2","82,164"
"Lithuania","1997","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","108","82,164"
"Lithuania","1997","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","185.4","1,8,163"
"Lithuania","1997","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","71.8","1,8,163"
"Lithuania","1997","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","120.2","82,164"
"Lithuania","1997","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","257.2","1,8,163"
"Lithuania","1996","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","317.4","1,8,163"
"Lithuania","1996","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","236","1,8,163"
"Lithuania","1996","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","109.4","82,164"
"Lithuania","1996","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","81.4","1,8,163"
"Lithuania","1996","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","11.4","82,164"
"Lithuania","1995","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","12.8","82,164"
"Lithuania","1995","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","127.7","82,164"
"Lithuania","1995","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","347.1","1,8,163"
"Lithuania","1994","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","347.2","1,8,163"
"Lithuania","1994","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","78","82,164"
"Lithuania","1994","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","10.2","82,164"
"Lithuania","1993","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","5.6","82,164"
"Lithuania","1993","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","65.5","82,164"
"Lithuania","1992","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","66.5","82,164"
"Lithuania","1992","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","4.8","82,164"
"Lithuania","1991","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","4.8","82,164"
"Luxembourg","2008","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","10.4","1"
"Luxembourg","2008","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","9.9","164"
"Luxembourg","2007","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","9.6","164"
"Luxembourg","2007","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","8.9","1"
"Luxembourg","2006","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","9.7","1"
"Luxembourg","2006","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","9.5","164"
"Luxembourg","2005","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","9.845","164"
"Luxembourg","2004","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","8.716","164"
"Luxembourg","2003","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","7.587","164"
"Luxembourg","2002","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","5.823","164"
"Luxembourg","2001","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","4.927","164"
"Luxembourg","2000","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","4.964","164"
"Luxembourg","1999","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","5.351","164"
"Luxembourg","1998","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","5.534","164"
"Luxembourg","1997","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","6.357","29,164"
"Luxembourg","1996","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","5.68","164"
"Luxembourg","1995","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","5.13","164"
"Luxembourg","1994","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","4.643","164"
"Luxembourg","1993","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","3.526","164"
"Luxembourg","1992","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","2.733","164"
"Luxembourg","1991","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","2.298","164"
"Luxembourg","1990","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","2.06","164"
"Luxembourg","1990","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","2.567","1"
"Luxembourg","1989","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","2.269","164"
"Luxembourg","1988","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","2.483","164"
"Luxembourg","1987","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","2.66","164"
"Luxembourg","1986","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","2.29","164"
"Luxembourg","1985","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","2.588","164"
"Luxembourg","1984","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","2.695","164"
"Luxembourg","1983","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","2.476","164"
"Luxembourg","1982","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","2.039","164"
"Luxembourg","1981","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","1.559","164"
"Luxembourg","1980","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","1.094","164"
"Luxembourg","1979","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","1.055","164"
"Luxembourg","1978","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","1.166","164"
"Luxembourg","1977","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.821","164"
"Luxembourg","1976","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.457","164"
"Luxembourg","1975","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.265","164"
"Luxembourg","1974","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.058","164"
"Luxembourg","1973","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.046","164"
"Luxembourg","1972","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.042","164"
"Luxembourg","1971","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.021","164"
"Luxembourg","1970","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.04","164"
"Luxembourg","1969","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.039","164"
"Macau, China","2008","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","10.1","8"
"Macau, China","2008","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","8.7","8"
"Macau, China","2008","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","1.4","8"
"Macau, China","2007","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","1.3","8"
"Macau, China","2007","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","8.2","8"
"Macau, China","2007","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","9.5","8"
"Macau, China","2006","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","10.4","8"
"Macau, China","2006","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","9.3","8"
"Macau, China","2006","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","1.1","8"
"Macau, China","2005","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","1.3","8"
"Macau, China","2005","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","9","8"
"Macau, China","2005","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","10.3","8"
"Macau, China","2004","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","11.2","8"
"Macau, China","2004","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","9.9","8"
"Macau, China","2004","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","1.2","8"
"Macau, China","2003","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","1.1","8"
"Macau, China","2003","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","12","8"
"Macau, China","2003","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","13.1","8"
"Macau, China","2002","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","13.7","8"
"Macau, China","2002","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","12.6","8"
"Macau, China","2002","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","1.1","8"
"Macau, China","2001","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","1","8"
"Macau, China","2001","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","13","8"
"Macau, China","2001","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","14","8"
"Macau, China","2000","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","14.2","8"
"Macau, China","2000","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","13.2","8"
"Macau, China","2000","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","1","8"
"Macau, China","1999","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","1.3","8"
"Macau, China","1999","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","11.9","8"
"Macau, China","1999","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","13.2","8"
"Macau, China","1998","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","9.5","8"
"Macau, China","1998","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","8.6","8"
"Macau, China","1998","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","0.9","8"
"Macau, China","1997","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","0.7","8"
"Macau, China","1997","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","5.8","8"
"Macau, China","1997","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","6.5","8"
"Macau, China","1996","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","8.6","8"
"Macau, China","1996","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","8","8"
"Macau, China","1996","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","0.7","8"
"Macau, China","1995","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","6.391","8"
"Macau, China","1995","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","0.343","8"
"Macau, China","1995","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","6.734","8"
"Macau, China","1994","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","4.409","8"
"Macau, China","1994","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","0.544","8"
"Macau, China","1994","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","3.866","8"
"Macau, China","1993","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","3.181","8"
"Macau, China","1993","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","0.47","8"
"Macau, China","1993","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","3.651","8"
"Macau, China","1992","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","3.839","8"
"Macau, China","1992","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","0.629","8"
"Macau, China","1992","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","3.21","8"
"Macau, China","1991","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","4.846","8,11"
"Macau, China","1991","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","0.417","8,11"
"Macau, China","1991","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","5.263","8,11"
"Macau, China","1990","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","5.332","8,11"
"Macau, China","1990","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","0.672","8,11"
"Macau, China","1990","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","4.66","8,11"
"Macau, China","1989","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","5.61","8,11"
"Macau, China","1989","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","0.613","8,11"
"Macau, China","1989","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","6.223","8,11"
"Macedonia, The former Yugoslav Rep. of","2008","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","310.409","1"
"Macedonia, The former Yugoslav Rep. of","2008","Total men and women","Work applicants","Employment office records","# 0","Unemployed","343.363","1"
"Macedonia, The former Yugoslav Rep. of","2007","Total men and women","Work applicants","Employment office records","# 0","Unemployed","357","1"
"Macedonia, The former Yugoslav Rep. of","2007","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","316.905","1"
"Macedonia, The former Yugoslav Rep. of","2006","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","321.274","1"
"Macedonia, The former Yugoslav Rep. of","2006","Total men and women","Work applicants","Employment office records","# 0","Unemployed","366.551","1"
"Macedonia, The former Yugoslav Rep. of","2005","Total men and women","Work applicants","Employment office records","# 0","Unemployed","359.989","1"
"Macedonia, The former Yugoslav Rep. of","2005","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","323.934","1"
"Macedonia, The former Yugoslav Rep. of","2004","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","309.286","1,165"
"Macedonia, The former Yugoslav Rep. of","2004","Total men and women","Work applicants","Employment office records","# 0","Unemployed","391.072","1"
"Macedonia, The former Yugoslav Rep. of","2003","Total men and women","Work applicants","Employment office records","# 0","Unemployed","390.361","1"
"Macedonia, The former Yugoslav Rep. of","2003","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","315.868","1"
"Macedonia, The former Yugoslav Rep. of","2002","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","263.483","1"
"Macedonia, The former Yugoslav Rep. of","2002","Total men and women","Work applicants","Employment office records","# 0","Unemployed","374.144","1"
"Macedonia, The former Yugoslav Rep. of","2001","Total men and women","Work applicants","Employment office records","# 0","Unemployed","360.34","1"
"Macedonia, The former Yugoslav Rep. of","2001","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","263.196","1"
"Macedonia, The former Yugoslav Rep. of","2000","Total men and women","Work applicants","Employment office records","# 0","Unemployed","366.211","1"
"Macedonia, The former Yugoslav Rep. of","1997","Total men and women","Work applicants","Employment office records","# 0","Unemployed","253","1"
"Macedonia, The former Yugoslav Rep. of","1997","Total men and women","Work applicants","Employment office records","# 0","Previously employed","67","1"
"Macedonia, The former Yugoslav Rep. of","1997","Total men and women","Work applicants","Employment office records","# 0","First job seekers","186","1"
"Macedonia, The former Yugoslav Rep. of","1996","Total men and women","Work applicants","Employment office records","# 0","First job seekers","176","1"
"Macedonia, The former Yugoslav Rep. of","1996","Total men and women","Work applicants","Employment office records","# 0","Previously employed","62","1"
"Macedonia, The former Yugoslav Rep. of","1996","Total men and women","Work applicants","Employment office records","# 0","Unemployed","238","1"
"Macedonia, The former Yugoslav Rep. of","1995","Total men and women","Work applicants","Employment office records","# 0","Unemployed","216.222","1"
"Macedonia, The former Yugoslav Rep. of","1995","Total men and women","Work applicants","Employment office records","# 0","Previously employed","52","1"
"Macedonia, The former Yugoslav Rep. of","1995","Total men and women","Work applicants","Employment office records","# 0","First job seekers","164","1"
"Macedonia, The former Yugoslav Rep. of","1994","Total men and women","Work applicants","Employment office records","# 0","First job seekers","147","1"
"Macedonia, The former Yugoslav Rep. of","1994","Total men and women","Work applicants","Employment office records","# 0","Previously employed","39","1"
"Macedonia, The former Yugoslav Rep. of","1994","Total men and women","Work applicants","Employment office records","# 0","Unemployed","185.906","1"
"Macedonia, The former Yugoslav Rep. of","1993","Total men and women","Work applicants","Employment office records","# 0","Unemployed","174.848","1"
"Macedonia, The former Yugoslav Rep. of","1993","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","138.555","1"
"Macedonia, The former Yugoslav Rep. of","1993","Total men and women","Work applicants","Employment office records","# 0","Previously employed","36","1"
"Macedonia, The former Yugoslav Rep. of","1993","Total men and women","Work applicants","Employment office records","# 0","First job seekers","139","1"
"Macedonia, The former Yugoslav Rep. of","1992","Total men and women","Work applicants","Employment office records","# 0","First job seekers","136","1"
"Macedonia, The former Yugoslav Rep. of","1992","Total men and women","Work applicants","Employment office records","# 0","Previously employed","36","1"
"Macedonia, The former Yugoslav Rep. of","1992","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","135.9","1"
"Macedonia, The former Yugoslav Rep. of","1992","Total men and women","Work applicants","Employment office records","# 0","Unemployed","172.089","1"
"Macedonia, The former Yugoslav Rep. of","1991","Total men and women","Work applicants","Employment office records","# 0","Unemployed","164.816","1"
"Macedonia, The former Yugoslav Rep. of","1991","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","129.954","1"
"Macedonia, The former Yugoslav Rep. of","1991","Total men and women","Work applicants","Employment office records","# 0","Previously employed","35","1"
"Macedonia, The former Yugoslav Rep. of","1991","Total men and women","Work applicants","Employment office records","# 0","First job seekers","130","1"
"Macedonia, The former Yugoslav Rep. of","1990","Total men and women","Work applicants","Employment office records","# 0","First job seekers","130","1"
"Macedonia, The former Yugoslav Rep. of","1990","Total men and women","Work applicants","Employment office records","# 0","Previously employed","26","1"
"Macedonia, The former Yugoslav Rep. of","1990","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","129.413","1"
"Macedonia, The former Yugoslav Rep. of","1990","Total men and women","Work applicants","Employment office records","# 0","Unemployed","156.323","1"
"Macedonia, The former Yugoslav Rep. of","1989","Total men and women","Work applicants","Employment office records","# 0","Unemployed","150.4","1"
"Macedonia, The former Yugoslav Rep. of","1989","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","116.328","1"
"Macedonia, The former Yugoslav Rep. of","1989","Total men and women","Work applicants","Employment office records","# 0","Previously employed","34","1"
