"Country or Area","Year","Value","Value Footnotes"
"Low & middle income","2016","10628000000",""
"Low & middle income","2009","7233000000",""
"Low & middle income","2006","7101000000",""
"Low & middle income","2004","7501000000",""
"Low & middle income","1969","712000000",""
"Low & middle income","1967","453000000",""
"Low & middle income","1961","80000000",""
"Low & middle income","1960","317000000",""
"Low income","1970","14000000",""
"Low income","1968","0",""
"Low income","1964","3000000",""
"Lower middle income","1973","21000000",""
"Lower middle income","1972","2000000",""
"Lower middle income","1971","10000000",""
"Lower middle income","1970","51000000",""
"Lower middle income","1969","21000000",""
"Lower middle income","1968","27000000",""
"Lower middle income","1967","10000000",""
"Lower middle income","1966","13000000",""
"Lower middle income","1964","2000000",""
"Lower middle income","1963","15000000",""
"Lower middle income","1962","9000000",""
"Lower middle income","1961","0",""
"Luxembourg","2007","0","2"
"Malawi","2000","1000000",""
"Malaysia","2009","0","2"
"Malaysia","1999","11000000",""
"Malaysia","1995","0","2"
"Malaysia","1982","6000000",""
"Malaysia","1971","7000000",""
"Malta","2015","5000000",""
"Malta","2004","10000000",""
"Middle East & North Africa","1993","500000000",""
"Middle East & North Africa","1984","380000000",""
"Middle East & North Africa","1981","438000000",""
"Middle East & North Africa","1972","139000000",""
"Middle East & North Africa","1970","89000000",""
"Middle East & North Africa","1969","45000000",""
"Middle East & North Africa","1968","58000000",""
"Middle East & North Africa","1967","52000000",""
"Middle East & North Africa","1966","27000000",""
"Middle East & North Africa","1965","10000000",""
"Middle East & North Africa","1964","7000000",""
"Middle East & North Africa","1963","8000000",""
"Middle East & North Africa","1962","12000000",""
"Middle East & North Africa (excluding high income)","1997","14000000",""
"Middle East & North Africa (excluding high income)","1994","83000000",""
"Middle East & North Africa (excluding high income)","1983","206000000",""
"Middle East & North Africa (excluding high income)","1982","426000000",""
"Middle East & North Africa (excluding high income)","1980","158000000",""
"Middle East & North Africa (excluding high income)","1974","140000000",""
"Middle East & North Africa (excluding high income)","1973","28000000",""
"Middle East & North Africa (excluding high income)","1971","42000000",""
"Middle East & North Africa (excluding high income)","1970","76000000",""
"Middle East & North Africa (excluding high income)","1969","21000000",""
"Middle East & North Africa (excluding high income)","1968","32000000",""
"Middle East & North Africa (excluding high income)","1967","32000000",""
"Middle East & North Africa (excluding high income)","1966","13000000",""
"Middle East & North Africa (excluding high income)","1964","2000000",""
"Middle East & North Africa (excluding high income)","1963","8000000",""
"Middle East & North Africa (excluding high income)","1962","12000000",""
"Middle East & North Africa (excluding high income)","1961","0",""
"Middle East & North Africa (excluding high income)","1960","3000000",""
"Middle East & North Africa (IDA & IBRD)","1997","14000000",""
"Middle East & North Africa (IDA & IBRD)","1994","83000000",""
"Middle East & North Africa (IDA & IBRD)","1983","206000000",""
"Middle East & North Africa (IDA & IBRD)","1982","426000000",""
"Middle East & North Africa (IDA & IBRD)","1980","158000000",""
"Middle East & North Africa (IDA & IBRD)","1974","140000000",""
"Middle East & North Africa (IDA & IBRD)","1973","28000000",""
"Middle East & North Africa (IDA & IBRD)","1971","42000000",""
"Middle East & North Africa (IDA & IBRD)","1970","76000000",""
"Middle East & North Africa (IDA & IBRD)","1969","21000000",""
"Middle East & North Africa (IDA & IBRD)","1968","32000000",""
"Middle East & North Africa (IDA & IBRD)","1967","32000000",""
"Middle East & North Africa (IDA & IBRD)","1966","13000000",""
"Middle East & North Africa (IDA & IBRD)","1964","2000000",""
"Middle East & North Africa (IDA & IBRD)","1963","8000000",""
"Middle East & North Africa (IDA & IBRD)","1962","12000000",""
"Middle East & North Africa (IDA & IBRD)","1961","0",""
"Middle East & North Africa (IDA & IBRD)","1960","3000000",""
"Middle income","2017","8183000000",""
"Middle income","2016","10628000000",""
"Middle income","2009","7193000000",""
"Middle income","2006","7078000000",""
"Middle income","2004","7454000000",""
"Middle income","1969","712000000",""
"Middle income","1967","453000000",""
"Middle income","1961","80000000",""
"Middle income","1960","317000000",""
"Moldova","2011","11000000",""
"Moldova","2009","20000000",""
"Moldova","2008","29000000",""
"Moldova","2007","19000000",""
"Moldova","2006","3000000",""
"Moldova","2005","18000000",""
"Moldova","2003","10000000",""
"Moldova","2002","60000000",""
"Moldova","2001","42000000",""
"Moldova","2000","6000000",""
"Moldova","1997","217000000",""
"Moldova","1994","36000000",""
"Moldova","1992","11000000",""
"Montenegro","2017","0","2"
"Montenegro","2010","18000000",""
"Montenegro","2007","109000000",""
"Montenegro","2006","71000000",""
"Morocco","1978","6000000",""
"Morocco","1969","6000000",""
"Morocco","1962","2000000",""
"Mozambique","1977","1000000",""
"Netherlands","2017","1167000000",""
"Netherlands","2016","471000000",""
"Netherlands","2015","464000000",""
"Netherlands","2014","631000000",""
"Netherlands","2013","367000000",""
"Netherlands","2012","863000000",""
"Netherlands","2011","546000000",""
"Netherlands","2010","371000000",""
"Netherlands","2009","495000000",""
"Netherlands","2008","446000000",""
"Netherlands","2007","1213000000",""
"Netherlands","2006","1146000000",""
"Netherlands","2005","505000000",""
"Netherlands","2004","204000000",""
"Netherlands","2003","331000000",""
"Netherlands","2002","233000000",""
"Netherlands","2001","203000000",""
"Netherlands","2000","284000000",""
"Netherlands","1999","350000000",""
"Netherlands","1998","624000000",""
"Netherlands","1997","614000000",""
"Netherlands","1996","499000000",""
"Netherlands","1995","473000000",""
"Netherlands","1994","627000000",""
"Netherlands","1993","455000000",""
"Netherlands","1992","365000000",""
"Netherlands","1991","455000000",""
"Netherlands","1990","416000000",""
"Netherlands","1989","558000000",""
"Netherlands","1988","735000000",""
"Netherlands","1987","483000000",""
"Netherlands","1986","323000000",""
"Netherlands","1985","175000000",""
"Netherlands","1984","366000000",""
"Netherlands","1983","474000000",""
"Netherlands","1982","683000000",""
"Netherlands","1981","813000000",""
"Netherlands","1980","628000000",""
"Netherlands","1979","308000000",""
"Netherlands","1978","356000000",""
"Netherlands","1977","424000000",""
"Netherlands","1976","312000000",""
"Netherlands","1975","64000000",""
"Netherlands","1974","82000000",""
"Netherlands","1973","205000000",""
"Netherlands","1972","143000000",""
"Netherlands","1971","161000000",""
"Netherlands","1970","5000000",""
"Netherlands","1969","111000000",""
"Netherlands","1968","350000000",""
"Netherlands","1967","95000000",""
"Netherlands","1966","79000000",""
"Netherlands","1965","97000000",""
"Netherlands","1964","93000000",""
"Netherlands","1963","79000000",""
"Netherlands","1962","99000000",""
"Netherlands","1961","108000000",""
"Netherlands","1960","36000000",""
"New Zealand","2017","4000000",""
"New Zealand","2016","12000000",""
"New Zealand","2015","1000000",""
"New Zealand","2012","75000000",""
"New Zealand","2005","0","2"
"New Zealand","2004","1000000",""
"New Zealand","2002","1000000",""
"New Zealand","2000","1000000",""
"New Zealand","1999","1000000",""
"New Zealand","1994","3000000",""
"New Zealand","1992","4000000",""
"New Zealand","1991","34000000",""
"New Zealand","1986","0","2"
"New Zealand","1985","7000000",""
"New Zealand","1984","10000000",""
"New Zealand","1982","2000000",""
"New Zealand","1981","1000000",""
"New Zealand","1975","3000000",""
"New Zealand","1974","5000000",""
"New Zealand","1973","2000000",""
"New Zealand","1972","0","2"
"New Zealand","1969","0","2"
"New Zealand","1968","1000000",""
"New Zealand","1967","1000000",""
"Nicaragua","1995","5000000",""
"Nicaragua","1993","17000000",""
"Nicaragua","1992","72000000",""
"Nicaragua","1990","2000000",""
"Nicaragua","1989","2000000",""
"Niger","1973","0","2"
"Nigeria","1990","3000000",""
"Nigeria","1989","2000000",""
"North America","2017","12481000000",""
"North America","2016","10448000000",""
"North America","2015","10404000000",""
"North America","2014","9903000000",""
"North America","2013","7922000000",""
"North America","2012","9461000000",""
"North America","2011","9408000000",""
"North America","2010","8307000000",""
"North America","2009","7098000000",""
"North America","2008","7066000000",""
"North America","2007","8199000000",""
"North America","2006","7748000000",""
"North America","2005","7012000000",""
"North America","2004","7128000000",""
"North America","2003","5948000000",""
"North America","2002","5145000000",""
"North America","2001","5822000000",""
"North America","2000","7679000000",""
"North America","1999","11647000000",""
"North America","1998","15768000000",""
"North America","1997","14647000000",""
"North America","1996","11050000000",""
"North America","1995","11479000000",""
"North America","1994","11690000000",""
"North America","1993","13993000000",""
"North America","1992","14275000000",""
"North America","1991","12636000000",""
"North America","1990","10833000000",""
"North America","1989","11393000000",""
"North America","1988","12037000000",""
"North America","1987","12530000000",""
"North America","1986","11950000000",""
"North America","1985","10901000000",""
"North America","1984","11995000000",""
"North America","1983","14059000000",""
"North America","1982","14274000000",""
"North America","1981","13741000000",""
"North America","1980","10891000000",""
"North America","1979","9914000000",""
"North America","1978","14258000000",""
"North America","1977","14600000000",""
"North America","1976","16067000000",""
"North America","1975","16305000000",""
"North America","1974","12372000000",""
"North America","1973","12155000000",""
"North America","1972","11114000000",""
"North America","1971","12016000000",""
"North America","1970","9203000000",""
"North America","1969","11928000000",""
"North America","1968","8644000000",""
"North America","1967","7308000000",""
"North America","1966","8505000000",""
"North America","1965","11266000000",""
"North America","1964","12487000000",""
"North America","1963","9157000000",""
"North America","1962","6152000000",""
"North America","1961","6649000000",""
"North America","1960","6105000000",""
"Norway","2017","134000000",""
"Norway","2016","150000000",""
"Norway","2015","240000000",""
"Norway","2014","164000000",""
"Norway","2013","175000000",""
"Norway","2012","172000000",""
"Norway","2011","151000000",""
"Norway","2010","159000000",""
"Norway","2009","155000000",""
"Norway","2008","118000000",""
"Norway","2007","65000000",""
"Norway","2006","17000000",""
"Norway","2005","6000000",""
"Norway","2004","66000000",""
"Norway","2003","101000000",""
"Norway","2002","92000000",""
"Norway","2001","42000000",""
"Norway","2000","3000000",""
"Norway","1999","5000000",""
"Norway","1998","3000000",""
"Norway","1997","19000000",""
"Norway","1996","4000000",""
"Norway","1995","21000000",""
"Norway","1994","64000000",""
"Norway","1993","51000000",""
"Norway","1992","75000000",""
"Norway","1991","170000000",""
"Norway","1990","85000000",""
"Norway","1989","127000000",""
"Norway","1988","34000000",""
"Norway","1987","54000000",""
"Norway","1986","29000000",""
"Norway","1985","42000000",""
"Norway","1983","35000000",""
"Norway","1982","68000000",""
"Norway","1981","278000000",""
"Norway","1980","158000000",""
"Norway","1979","161000000",""
"Norway","1978","93000000",""
"Norway","1977","8000000",""
"Norway","1976","8000000",""
"Norway","1975","8000000",""
"Norway","1973","10000000",""
"Norway","1972","31000000",""
"Norway","1971","8000000",""
"Norway","1969","53000000",""
"Norway","1968","65000000",""
"Norway","1967","140000000",""
"Norway","1966","80000000",""
"Norway","1965","65000000",""
"Norway","1964","67000000",""
"Norway","1963","55000000",""
"Norway","1962","25000000",""
"Norway","1960","38000000",""
"OECD members","2017","23076000000",""
"OECD members","2016","21793000000",""
"OECD members","2015","20031000000",""
"OECD members","2014","19288000000",""
"OECD members","2013","15831000000",""
"OECD members","2012","16459000000",""
"OECD members","2011","18974000000",""
"OECD members","2010","16530000000",""
"OECD members","2009","16970000000",""
"OECD members","2008","16178000000",""
"OECD members","2007","19560000000",""
"OECD members","2006","17757000000",""
"OECD members","2005","15319000000",""
"OECD members","2004","13830000000",""
"OECD members","2003","12189000000",""
"OECD members","2002","10747000000",""
"OECD members","2001","12222000000",""
"OECD members","2000","13790000000",""
"OECD members","1999","18879000000",""
"OECD members","1998","24320000000",""
"OECD members","1997","23716000000",""
"OECD members","1996","18878000000",""
"OECD members","1995","17619000000",""
"OECD members","1994","19627000000",""
"OECD members","1993","20323000000",""
"OECD members","1992","19932000000",""
"OECD members","1991","19982000000",""
"OECD members","1990","18231000000",""
"OECD members","1989","20635000000",""
"OECD members","1988","20512000000",""
"OECD members","1987","21327000000",""
"OECD members","1986","20664000000",""
"OECD members","1985","20858000000",""
"OECD members","1984","23731000000",""
"OECD members","1983","25703000000",""
"OECD members","1982","26237000000",""
"OECD members","1981","26328000000",""
"OECD members","1980","21524000000",""
"OECD members","1979","19069000000",""
"OECD members","1978","23420000000",""
"OECD members","1977","23185000000",""
"OECD members","1976","24214000000",""
"OECD members","1975","24402000000",""
"OECD members","1974","19275000000",""
"OECD members","1973","18974000000",""
"OECD members","1972","18600000000",""
"OECD members","1971","19507000000",""
"OECD members","1970","14152000000",""
"OECD members","1969","17001000000",""
"OECD members","1968","13494000000",""
"OECD members","1967","12803000000",""
"OECD members","1966","13505000000",""
"OECD members","1965","15527000000",""
"OECD members","1964","17024000000",""
"OECD members","1963","12669000000",""
"OECD members","1962","9469000000",""
"OECD members","1961","9746000000",""
"OECD members","1960","10065000000",""
"Oman","2017","7000000",""
"Oman","2005","1000000",""
"Oman","1994","0","2"
"Oman","1986","5000000",""
"Oman","1977","5000000",""
"Pakistan","2017","3000000",""
"Pakistan","2016","1000000",""
"Pakistan","2008","1000000",""
"Pakistan","2006","4000000",""
"Pakistan","2005","24000000",""
"Pakistan","2004","9000000",""
"Pakistan","2003","8000000",""
"Pakistan","2002","9000000",""
"Pakistan","2001","1000000",""
"Pakistan","2000","3000000",""
"Pakistan","1994","2000000",""
"Pakistan","1991","3000000",""
"Pakistan","1990","82000000",""
"Pakistan","1989","1000000",""
"Pakistan","1982","30000000",""
"Pakistan","1981","30000000",""
"Pakistan","1980","15000000",""
"Pakistan","1971","3000000",""
"Pakistan","1967","6000000",""
"Panama","1979","2000000",""
"Peru","2004","5000000",""
"Peru","2001","14000000",""
"Peru","1982","53000000",""
"Philippines","2007","4000000",""
"Philippines","1986","1000000",""
"Poland","2017","3000000",""
"Poland","2016","4000000",""
"Poland","2015","11000000",""
"Poland","2014","24000000",""
"Poland","2013","142000000",""
"Poland","2012","24000000",""
"Poland","2011","8000000",""
"Poland","2010","28000000",""
"Poland","2009","75000000",""
"Poland","2008","73000000",""
"Poland","2007","163000000",""
"Poland","2006","282000000",""
"Poland","2005","18000000",""
"Poland","2004","47000000",""
"Poland","2003","81000000",""
"Poland","2002","56000000",""
"Poland","2001","81000000",""
"Poland","2000","48000000",""
"Poland","1999","64000000",""
"Poland","1998","1000000",""
"Poland","1997","21000000",""
"Poland","1996","46000000",""
"Poland","1995","176000000",""
"Poland","1994","131000000",""
"Poland","1992","56000000",""
"Poland","1991","55000000",""
"Poland","1990","105000000",""
"Poland","1989","20000000",""
"Poland","1988","232000000",""
"Poland","1987","222000000",""
"Poland","1986","265000000",""
"Poland","1985","130000000",""
"Poland","1984","90000000",""
"Poland","1983","115000000",""
"Poland","1982","211000000",""
"Poland","1981","346000000",""
"Poland","1980","207000000",""
"Poland","1979","229000000",""
"Poland","1978","317000000",""
"Poland","1977","382000000",""
"Poland","1976","406000000",""
"Poland","1975","299000000",""
"Poland","1974","232000000",""
"Poland","1973","158000000",""
"Poland","1972","272000000",""
"Poland","1971","274000000",""
"Poland","1970","268000000",""
"Poland","1969","323000000",""
"Poland","1968","288000000",""
"Poland","1967","309000000",""
"Poland","1966","319000000",""
"Poland","1965","234000000",""
"Poland","1964","237000000",""
"Poland","1963","111000000",""
"Poland","1962","12000000",""
"Poland","1961","5000000",""
"Poland","1960","5000000",""
"Portugal","2017","56000000",""
"Portugal","2016","172000000",""
"Portugal","2015","7000000",""
"Portugal","2014","18000000",""
"Portugal","2012","0","2"
"Portugal","2011","0","2"
"Portugal","2009","46000000",""
"Portugal","2008","99000000",""
"Portugal","1993","1000000",""
"Portugal","1989","71000000",""
"Portugal","1987","1000000",""
"Portugal","1986","1000000",""
"Portugal","1983","1000000",""
"Portugal","1980","2000000",""
"Portugal","1979","4000000",""
"Portugal","1978","4000000",""
"Portugal","1976","21000000",""
"Portugal","1975","105000000",""
"Portugal","1974","11000000",""
"Portugal","1973","5000000",""
"Portugal","1971","3000000",""
"Portugal","1967","2000000",""
"Post-demographic dividend","2017","21810000000",""
"Post-demographic dividend","2016","20822000000",""
"Post-demographic dividend","2015","19667000000",""
"Post-demographic dividend","2014","19394000000",""
"Post-demographic dividend","2013","16028000000",""
"Post-demographic dividend","2012","17443000000",""
"Post-demographic dividend","2011","19032000000",""
"Post-demographic dividend","2010","16416000000",""
"Post-demographic dividend","2009","16571000000",""
"Post-demographic dividend","2008","16127000000",""
"Post-demographic dividend","2007","19382000000",""
"Post-demographic dividend","2006","17542000000",""
"Post-demographic dividend","2005","15184000000",""
"Post-demographic dividend","2004","13412000000",""
"Post-demographic dividend","2003","12065000000",""
"Post-demographic dividend","2002","10471000000",""
"Post-demographic dividend","2001","12184000000",""
"Post-demographic dividend","2000","13859000000",""
"Post-demographic dividend","1999","19818000000",""
"Post-demographic dividend","1998","24908000000",""
"Post-demographic dividend","1997","24344000000",""
"Post-demographic dividend","1996","18853000000",""
"Post-demographic dividend","1995","17352000000",""
"Post-demographic dividend","1994","19475000000",""
"Post-demographic dividend","1993","19891000000",""
"Post-demographic dividend","1992","19735000000",""
"Post-demographic dividend","1991","19817000000",""
"Post-demographic dividend","1990","18091000000",""
"Post-demographic dividend","1989","20491000000",""
"Post-demographic dividend","1988","20226000000",""
"Post-demographic dividend","1987","21046000000",""
"Post-demographic dividend","1986","20148000000",""
"Post-demographic dividend","1985","20519000000",""
"Post-demographic dividend","1984","23451000000",""
"Post-demographic dividend","1983","25198000000",""
"Post-demographic dividend","1982","25769000000",""
"Post-demographic dividend","1981","25763000000",""
"Post-demographic dividend","1980","21014000000",""
"Post-demographic dividend","1979","18721000000",""
"Post-demographic dividend","1978","22931000000",""
"Post-demographic dividend","1977","22601000000",""
"Post-demographic dividend","1976","23746000000",""
"Post-demographic dividend","1975","24003000000",""
"Post-demographic dividend","1974","18992000000",""
"Post-demographic dividend","1973","18800000000",""
"Post-demographic dividend","1972","18297000000",""
"Post-demographic dividend","1971","19214000000",""
"Post-demographic dividend","1970","13871000000",""
"Post-demographic dividend","1969","16654000000",""
"Post-demographic dividend","1968","13183000000",""
"Post-demographic dividend","1967","12481000000",""
"Post-demographic dividend","1966","13172000000",""
"Post-demographic dividend","1965","15283000000",""
"Post-demographic dividend","1964","16782000000",""
"Post-demographic dividend","1963","12558000000",""
"Post-demographic dividend","1962","9457000000",""
"Post-demographic dividend","1961","9741000000",""
"Post-demographic dividend","1960","10060000000",""
"Pre-demographic dividend","1973","0",""
"Pre-demographic dividend","1971","1000000",""
"Pre-demographic dividend","1968","0",""
"Pre-demographic dividend","1967","1000000",""
"Pre-demographic dividend","1960","3000000",""
"Qatar","2011","0","2"
"Qatar","2006","2000000",""
"Qatar","1999","9000000",""
"Qatar","1993","40000000",""
"Romania","2013","108000000",""
"Romania","2012","108000000",""
"Romania","2011","0","2"
"Romania","2010","1000000",""
"Romania","2009","2000000",""
"Romania","2007","32000000",""
"Romania","2006","8000000",""
"Romania","2005","3000000",""
"Romania","2003","24000000",""
"Romania","2000","3000000",""
"Romania","1999","19000000",""
"Romania","1998","2000000",""
"Romania","1997","11000000",""
"Romania","1996","4000000",""
"Romania","1995","9000000",""
"Romania","1994","29000000",""
"Romania","1993","16000000",""
"Romania","1992","14000000",""
"Romania","1991","5000000",""
"Romania","1990","7000000",""
"Romania","1989","25000000",""
"Romania","1988","52000000",""
"Romania","1987","35000000",""
"Romania","1986","28000000",""
"Romania","1985","99000000",""
"Romania","1984","173000000",""
"Romania","1983","101000000",""
"Romania","1982","91000000",""
"Romania","1981","30000000",""
"Romania","1980","48000000",""
"Romania","1979","44000000",""
"Romania","1978","27000000",""
"Romania","1974","1000000",""
"Romania","1973","9000000",""
"Romania","1972","9000000",""
"Romania","1971","6000000",""
"Russia","2017","6148000000",""
"Russia","2016","6937000000",""
"Russia","2015","5608000000",""
"Russia","2014","5224000000",""
"Russia","2013","7805000000",""
"Russia","2012","8283000000",""
"Russia","2011","8568000000",""
"Russia","2010","6091000000",""
"Russia","2009","4969000000",""
"Russia","2008","6232000000",""
"Russia","2007","5528000000",""
"Russia","2006","5143000000",""
"Russia","2005","5222000000",""
"Russia","2004","6281000000",""
"Russia","2003","5171000000",""
"Russia","2002","5734000000",""
"Russia","2001","5330000000",""
"Russia","2000","4503000000",""
"Russia","1999","4264000000",""
"Russia","1998","2040000000",""
"Russia","1997","3347000000",""
"Russia","1996","3572000000",""
"Russia","1995","3889000000",""
"Russia","1994","1478000000",""
"Russia","1993","3439000000",""
"Russia","1992","2605000000",""
"Saudi Arabia","2011","62000000",""
"Saudi Arabia","2010","1000000",""
"Saudi Arabia","2006","18000000",""
"Saudi Arabia","1996","1000000",""
"Saudi Arabia","1993","14000000",""
"Saudi Arabia","1985","4000000",""
"Saudi Arabia","1984","3000000",""
"Saudi Arabia","1981","33000000",""
"Saudi Arabia","1977","13000000",""
"Saudi Arabia","1976","0","2"
"Saudi Arabia","1972","2000000",""
"Saudi Arabia","1968","3000000",""
"Saudi Arabia","1967","4000000",""
"Senegal","1976","3000000",""
"Serbia","2017","2000000",""
"Serbia","2016","23000000",""
"Serbia","2015","35000000",""
"Serbia","2014","10000000",""
"Serbia","2013","11000000",""
"Serbia","2012","11000000",""
"Serbia","2011","4000000",""
"Serbia","2010","31000000",""
"Serbia","2009","1000000",""
"Serbia","2008","45000000",""
"Serbia","2007","5000000",""
"Serbia","2006","5000000",""
"Serbia","2001","11000000",""
"Serbia","1997","5000000",""
"Serbia","1996","20000000",""
"Seychelles","1995","1000000",""
"Singapore","2016","47000000",""
"Singapore","2015","48000000",""
"Singapore","2014","2000000",""
"Singapore","2013","1000000",""
"Singapore","2012","76000000",""
"Singapore","2011","13000000",""
"Singapore","2010","24000000",""
"Singapore","2009","31000000",""
"Singapore","2004","65000000",""
"Singapore","2002","4000000",""
"Singapore","2000","11000000",""
"Singapore","1999","11000000",""
"Singapore","1998","23000000",""
"Singapore","1997","46000000",""
"Singapore","1996","0","2"
"Singapore","1994","30000000",""
"Singapore","1993","11000000",""
"Singapore","1992","3000000",""
"Singapore","1991","3000000",""
"Singapore","1990","44000000",""
"Singapore","1989","87000000",""
"Singapore","1988","25000000",""
"Singapore","1987","81000000",""
"Singapore","1984","91000000",""
"Singapore","1983","25000000",""
"Singapore","1981","15000000",""
"Singapore","1979","72000000",""
"Singapore","1978","30000000",""
"Singapore","1975","17000000",""
"Singapore","1971","2000000",""
"Slovak Republic","2017","22000000",""
"Slovak Republic","2016","18000000",""
"Slovak Republic","2015","3000000",""
"Slovak Republic","2014","8000000",""
"Slovak Republic","2013","1000000",""
"Slovak Republic","2012","4000000",""
"Slovak Republic","2008","8000000",""
"Slovak Republic","2007","22000000",""
"Slovak Republic","2006","7000000",""
"Slovak Republic","2004","46000000",""
"Slovak Republic","2002","32000000",""
"Slovak Republic","2001","53000000",""
"Slovak Republic","2000","37000000",""
"Slovak Republic","1999","125000000",""
"Slovak Republic","1998","10000000",""
"Slovak Republic","1997","55000000",""
"Slovak Republic","1996","59000000",""
"Slovak Republic","1995","97000000",""
"Slovak Republic","1994","37000000",""
"Slovak Republic","1993","173000000",""
"Slovenia","2016","0","2"
"South Africa","2017","74000000",""
"South Africa","2016","65000000",""
"South Africa","2015","58000000",""
"South Africa","2014","64000000",""
"South Africa","2013","96000000",""
"South Africa","2012","182000000",""
"South Africa","2011","71000000",""
"South Africa","2010","235000000",""
"South Africa","2009","103000000",""
"South Africa","2008","139000000",""
"South Africa","2007","126000000",""
"South Africa","2006","184000000",""
"South Africa","2005","30000000",""
"South Africa","2004","72000000",""
"South Africa","2003","43000000",""
"South Africa","2002","17000000",""
"South Africa","2001","37000000",""
"South Africa","2000","20000000",""
"South Africa","1999","27000000",""
"South Africa","1998","22000000",""
"South Africa","1997","7000000",""
"South Africa","1996","31000000",""
"South Africa","1995","17000000",""
"South Africa","1994","11000000",""
"South Africa","1993","54000000",""
"South Africa","1992","75000000",""
"South Africa","1991","54000000",""
"South Africa","1989","0","2"
"South Africa","1988","25000000",""
"South Africa","1987","28000000",""
"South Africa","1986","25000000",""
"South Africa","1985","25000000",""
"South Africa","1982","1000000",""
"South Africa","1981","39000000",""
"South Africa","1980","39000000",""
"South Africa","1977","0","2"
"South Africa","1976","16000000",""
"South Africa","1975","18000000",""
"South Africa","1974","2000000",""
"South Africa","1973","1000000",""
"South Africa","1972","12000000",""
"South Africa","1971","5000000",""
"South Africa","1970","3000000",""
"South Africa","1969","14000000",""
"South Africa","1967","4000000",""
"South Africa","1961","33000000",""
"South Africa","1960","27000000",""
"South Asia","2017","59000000",""
"South Asia","2016","43000000",""
"South Asia","2015","42000000",""
"South Asia","2014","36000000",""
"South Asia","2013","14000000",""
"South Asia","2011","3000000",""
"South Asia","2010","5000000",""
"South Asia","2009","27000000",""
"South Asia","2008","16000000",""
"South Asia","2007","23000000",""
"South Asia","2006","37000000",""
"South Asia","2005","43000000",""
"South Asia","2004","36000000",""
"South Asia","2003","12000000",""
"South Asia","2002","9000000",""
"South Asia","2001","3000000",""
"South Asia","2000","24000000",""
"South Asia","1999","0",""
"South Asia","1998","8000000",""
"South Asia","1994","4000000",""
"South Asia","1991","3000000",""
"South Asia","1990","85000000",""
"South Asia","1989","1000000",""
"South Asia","1982","32000000",""
"South Asia","1978","27000000",""
"South Asia","1975","31000000",""
"South Asia","1974","24000000",""
"South Asia","1973","21000000",""
"South Asia","1972","2000000",""
"South Asia","1971","9000000",""
"South Asia","1968","1000000",""
"South Asia","1967","6000000",""
"South Asia (IDA & IBRD)","2017","59000000",""
"South Asia (IDA & IBRD)","2016","43000000",""
"South Asia (IDA & IBRD)","2015","42000000",""
"South Asia (IDA & IBRD)","2014","36000000",""
"South Asia (IDA & IBRD)","2013","14000000",""
"South Asia (IDA & IBRD)","2011","3000000",""
"South Asia (IDA & IBRD)","2010","5000000",""
"South Asia (IDA & IBRD)","2009","27000000",""
"South Asia (IDA & IBRD)","2008","16000000",""
"South Asia (IDA & IBRD)","2007","23000000",""
"South Asia (IDA & IBRD)","2006","37000000",""
"South Asia (IDA & IBRD)","2005","43000000",""
"South Asia (IDA & IBRD)","2004","36000000",""
"South Asia (IDA & IBRD)","2003","12000000",""
"South Asia (IDA & IBRD)","2002","9000000",""
"South Asia (IDA & IBRD)","2001","3000000",""
"South Asia (IDA & IBRD)","2000","24000000",""
"South Asia (IDA & IBRD)","1999","0",""
"South Asia (IDA & IBRD)","1998","8000000",""
"South Asia (IDA & IBRD)","1994","4000000",""
"South Asia (IDA & IBRD)","1991","3000000",""
"South Asia (IDA & IBRD)","1990","85000000",""
"South Asia (IDA & IBRD)","1989","1000000",""
"South Asia (IDA & IBRD)","1982","32000000",""
"South Asia (IDA & IBRD)","1978","27000000",""
"South Asia (IDA & IBRD)","1975","31000000",""
"South Asia (IDA & IBRD)","1974","24000000",""
"South Asia (IDA & IBRD)","1973","21000000",""
"South Asia (IDA & IBRD)","1972","2000000",""
"South Asia (IDA & IBRD)","1971","9000000",""
"South Asia (IDA & IBRD)","1968","1000000",""
"South Asia (IDA & IBRD)","1967","6000000",""
"Spain","2017","814000000",""
"Spain","2016","507000000",""
"Spain","2015","1163000000",""
"Spain","2014","1050000000",""
"Spain","2013","728000000",""
"Spain","2012","546000000",""
"Spain","2011","1429000000",""
"Spain","2010","263000000",""
"Spain","2009","951000000",""
"Spain","2008","602000000",""
"Spain","2007","601000000",""
"Spain","2006","840000000",""
"Spain","2005","108000000",""
"Spain","2004","52000000",""
"Spain","2003","95000000",""
"Spain","2002","16000000",""
"Spain","2001","8000000",""
"Spain","2000","46000000",""
"Spain","1999","43000000",""
"Spain","1998","162000000",""
"Spain","1997","625000000",""
"Spain","1996","105000000",""
"Spain","1995","82000000",""
"Spain","1994","237000000",""
"Spain","1993","98000000",""
"Spain","1992","65000000",""
"Spain","1991","100000000",""
"Spain","1990","108000000",""
"Spain","1989","174000000",""
"Spain","1988","141000000",""
"Spain","1987","148000000",""
"Spain","1986","177000000",""
"Spain","1985","85000000",""
"Spain","1984","242000000",""
"Spain","1983","352000000",""
"Spain","1982","251000000",""
"Spain","1981","130000000",""
"Spain","1980","10000000",""
"Spain","1979","18000000",""
"Spain","1978","38000000",""
"Spain","1977","25000000",""
"Spain","1976","46000000",""
"Spain","1975","267000000",""
"Spain","1974","84000000",""
